Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
7153984902,GBX7395,NY,PAS,08/10/2013,67,2DSD,HONDA,T,0,0,0,20141010,109,109,109,357054,T401,K,1053A,,Q,I,S,Sanford Ave,0ft E/of Haight St,0,408,f7,,,,,GY,,1991,,0,01 -,67-Blocking Ped. Ramp,,,
7181887350,YZE3565,PA,PAS,08/05/2013,67,PICK,DODGE,T,0,0,0,20130588,0044,44,44,346132,T201,M,0318A,,BX,I,W,University Ave,0ft N/of W 170th St,0,408,f7,,,,,GREEN,,0,,0,P -,67-Blocking Ped. Ramp,,,
7181891959,T619259C,NY,OMT,08/22/2013,67,4DSD,TOYOT,T,26550,0,0,20131130,0042,42,42,346132,T201,M,0712A,,BX,I,S,E 163rd St,200ft E/of 3rd Ave,0,408,f7,,,,,BLACK,,2009,,0,N -,67-Blocking Ped. Ramp,,,
7181893506,GFD4804,NY,PAS,08/27/2013,67,4DSD,NISSA,T,15720,0,0,20150211,0040,40,40,346132,T201,M,0857A,,BX,I,W,Brook Ave,5ft S/of E 144th St,0,408,f7,,,,,BK,,2009,,0,J -,67-Blocking Ped. Ramp,,,
7150218787,GNK4455,PA,PAS,08/07/2013,67,SUBN,THEUR,T,0,0,0,20120988,0052,52,52,354049,T201,F,0411P,,BX,I,W,Creston Ave,0ft N/of E 188th St,0,408,f7,,,,,WHITE,,0,,0,27 -,67-Blocking Ped. Ramp,,,
7124779420,GDN7781,NY,PAS,08/14/2013,67,4DSD,HONDA,T,0,0,0,20150123,115,115,115,357763,T401,E,0704A,,Q,I,N,Whitney Ave,0ft E/of Judge St,0,408,f7,,,,,GR,,1993,,0,45 -,67-Blocking Ped. Ramp,,,
7126261445,GAM6810,NY,PAS,08/24/2013,67,4DSD,CADIL,T,0,0,0,20140911,104,104,104,357054,T401,K,0947A,,Q,I,N,Harman St,0ft W/of Tonsor St,0,408,f7,,,,,BL,,2007,,0,62-A,67-Blocking Ped. Ramp,,,
7126261883,WWN9428,VA,PAS,08/27/2013,67,VAN,VOLKS,T,0,0,0,20140788,104,104,104,357054,T401,K,0705A,,Q,I,S,61st St,0ft E/of 60th Ln,0,408,f7,,,,,OTHER,,0,,0,62-A,67-Blocking Ped. Ramp,,,
7237043377,GCF5697,NY,PAS,07/29/2013,67,4DSD,HONDA,T,0,0,0,20141009,0071,71,71,357041,T302,J,0246P,,K,I,E,New York Ave,0ft S/of Parkside Av,0,408,f7,,,,,WH,,0,,0,C -,67-Blocking Ped. Ramp,,,
7185881614,GGF2821,NY,PAS,08/09/2013,67,4DSD,HYUND,T,55220,0,0,20150521,0044,44,44,348635,T201,E,1154A,,BX,I,E,Ogden Ave,8ft S/of W 161st St,0,408,f7,,,,,MR,,1999,,0,70 -,67-Blocking Ped. Ramp,,,
7184337130,H10BYL,NJ,PAS,08/01/2013,67,4DSD,FORD,T,65220,54320,54220,88888888,0049,49,49,331666,T801,A,1102P,,BX,F,784,S Oak Dr,,0,408,f7,,,,,GREY,,0,,0,27 -,67-Blocking Ped. Ramp,,,
7184337268,GDE7843,NY,PAS,08/02/2013,67,4DSD,TOYOT,T,0,0,0,20150401,0045,45,45,331666,T801,A,0200A,,BX,I,N,Givan Ave,0ft E/of Merritt Ave,0,408,f7,,,,,RED,,1996,,0,27 -,67-Blocking Ped. Ramp,,,
7184337347,YZH96W,NJ,PAS,08/02/2013,67,4DSD,TOYOT,T,28200,55520,77950,88888888,0047,47,47,331666,T801,A,0357A,,BX,F,637,E 219th St,,0,408,f7,,,,,GREEN,,0,,0,27 -,67-Blocking Ped. Ramp,,,
7184337979,GHG9279,NY,PAS,08/10/2013,67,SUBN,TOYOT,T,0,0,0,20150705,0045,45,45,331666,T801,A,0050A,,BX,I,N,Erskine Pl,0ft E/of Hunter Ave,0,408,f7,,,,,WH,,2013,,0,U -,67-Blocking Ped. Ramp,,,
7184338339,GEW9331,NY,PAS,08/11/2013,67,SUBN,HYUND,T,28590,10620,17120,20150523,0047,47,47,331666,T801,A,0033A,,BX,O,801,E 232nd St,,0,408,f7,,,,,GR,,2004,,0,U -,67-Blocking Ped. Ramp,,,
7184338625,560ZGS,CT,PAS,08/13/2013,67,4DSD,HONDA,T,0,0,0,88880088,0045,45,45,331666,T801,A,0059A,,BX,I,E,Rombouts Ave,0ft N/of Givan Ave,0,408,f7,,,,,GREY,,0,,0,27 -,67-Blocking Ped. Ramp,,,
7184339290,WWW8314,VA,PAS,08/15/2013,67,SUBN,VOLVO,T,65220,54320,54220,88880088,0049,49,49,331666,T801,A,0316A,,BX,F,788,S Oak Dr,,0,408,f7,,,,,BLACK,,0,,0,57 -,67-Blocking Ped. Ramp,,,
7184339599,PSP4037,NC,PAS,08/16/2013,67,SUBN,CHRYS,T,0,0,0,88880088,0045,45,45,331666,T801,A,0313A,,BX,I,N,Erskine Pl,0ft E/of Hunter Ave,0,408,f7,,,,,BLACK,,0,,0,39 -,67-Blocking Ped. Ramp,,,
7184339873,P64CTU,NJ,PAS,08/18/2013,67,SUBN,TOYOT,T,0,0,0,88888888,0049,49,49,331666,T801,A,0348A,,BX,I,E,Paulding Ave,0ft S/of Lydig Ave,0,408,f7,,,,,GREY,,0,,0,39 -,67-Blocking Ped. Ramp,,,
7184340759,515YJP,CT,PAS,08/23/2013,67,4DSD,TOYOT,T,16620,40320,72620,88880088,0049,49,49,331666,T801,A,1110P,,BX,F,769,Burke Ave,,0,408,f7,,,,,GREY,,0,,0,01 -,67-Blocking Ped. Ramp,,,
7305959388,47994KA,NY,COM,08/26/2013,67,VAN,FRUEH,T,0,0,0,88888888,104,104,104,357369,T401,O,0207P,,Q,I,E,60th St,0ft S/of 56th Ave,0,408,f7,,,,,BROWN,,2010,,0,B -,67-Blocking Ped. Ramp,,,
7314586688,Y13BXA,NJ,PAS,08/10/2013,67,4DSD,LEXUS,T,0,0,0,88888888,0033,33,33,358140,T103,N,0607P,,NY,I,W,St Nicholas Ave,0ft N/of W 173rd St,0,408,f7,,,,,WHITE,,0,,0,C -,67-Blocking Ped. Ramp,,,
7314587267,GDG5232,NY,PAS,08/14/2013,67,SUBN,LINCO,T,0,0,0,88888888,0034,34,34,358140,T103,N,0335P,,NY,I,S,W 173rd St,0ft W/of Audubon Ave,0,408,f7,,,,,BLACK,,0,,0,C -,67-Blocking Ped. Ramp,,,
7314587360,WSK12L,NJ,PAS,08/14/2013,67,SUBN,CHRYS,T,0,0,0,88888888,0033,33,33,358140,T103,N,0431P,,NY,I,E,Audubon Ave,0ft N/of W 179th St,0,408,f7,,,,,GREEN,,0,,0,C -,67-Blocking Ped. Ramp,,,
7314588119,XZ788M,NJ,PAS,08/19/2013,67,VAN,FORD,T,0,0,0,88880088,0034,34,34,358140,T103,N,0434P,,NY,I,N,W 206th St,0ft E/of 9th Ave,0,408,f7,,,,,WHITE,,0,,0,C -,67-Blocking Ped. Ramp,,,
7308773516,GFD7477,NY,PAS,08/13/2013,67,SUBN,HONDA,T,19390,0,0,20150130,0025,25,25,358590,T103,R,0511P,,NY,I,N,E 122nd St,2ft E/of 3rd Ave,0,408,f7,,,,,GY,,2013,,0,01 -,67-Blocking Ped. Ramp,,,
7281327468,96956MC,NY,COM,08/27/2013,67,VAN,GMC,T,0,0,0,20150128,0019,19,19,355253,T103,D,1028A,,NY,I,E,E 74th St,0ft N/of Park Ave,0,408,f7,,,,,WHITE,,2006,,0,23 -,67-Blocking Ped. Ramp,,,
7329057307,GEH7458,NY,PAS,08/07/2013,67,4DSD,HONDA,T,0,0,0,20150128,108,108,108,357741,T401,A,1055A,,Q,I,N,54th St,0ft E/of 39th Dr,0,408,f7,,,,,GY,,2013,,0,40 -,67-Blocking Ped. Ramp,,,
7329059092,696YYH,CT,PAS,08/13/2013,67,SUBN,SUZUK,T,0,0,0,20130088,112,112,112,357054,T401,K,1011A,,Q,I,N,Austin St,0ft W/of 70th Rd,0,408,f7,,,,,RED,,0,,0,57-A,67-Blocking Ped. Ramp,,,
7330630378,WXC4751,VA,PAS,08/16/2013,67,SUBN,HONDA,T,0,0,0,20130988,0034,34,34,349505,T502,X,0951P,,NY,I,E,9th Ave,0ft N/of W 205th St,0,408,f7,,,,,RED,,0,,0,99 -,67-Blocking Ped. Ramp,,,
7330630512,XF325,CT,DLR,08/17/2013,67,SUBN,CHEVR,T,0,0,0,20150388,0020,20,20,349505,T502,X,0029A,,NY,I,W,Riverside Blvd,0ft N/of W 67th St,0,408,f7,,,,,GREEN,,0,,0,99 -,67-Blocking Ped. Ramp,,,
7350668624,JBG1911,PA,PAS,08/12/2013,67,SUBN,DODGE,T,0,0,0,20130088,0024,24,24,356498,T103,C,1139A,,NY,I,W,Amsterdam Ave,0ft S/of W 90th St,0,408,f7,,,,,BLACK,,0,,0,61 -,67-Blocking Ped. Ramp,,,
7314589859,T20AEH,NJ,PAS,08/27/2013,67,4DSD,ME/BE,T,0,0,0,88888888,0033,33,33,358140,T103,N,0330P,,NY,I,E,Ft Washington Ave,0ft N/of W 180th St,0,408,f7,,,,,BLACK,,0,,0,C -,67-Blocking Ped. Ramp,,,
7329062224,9347AR,NH,PAS,08/23/2013,67,TRAC,FRUEH,T,0,0,0,20131088,112,112,112,358634,T401,D,0957A,,Q,I,E,Austin St,0ft S/of Ascan Ave,0,408,f7,,,,,WHITE,,0,,0,59-A,67-Blocking Ped. Ramp,,,
7322497510,ZVA77B,NJ,PAS,08/09/2013,67,SUBN,JEEP,T,0,0,0,88888888,0033,33,33,352946,T103,L,0317P,,NY,I,E,Audubon Ave,0ft S/of W 174th St,0,408,f7,,,,,GREY,,0,,0,O -,67-Blocking Ped. Ramp,,,
7322500647,96072MA,NY,COM,08/26/2013,67,VAN,FRUEH,T,0,0,0,88888888,0024,24,24,352946,T103,L,0421P,,NY,I,N,W 98th St,0ft E/of Riverside D,0,408,f7,,,,,BROWN,,2011,,0,H -,67-Blocking Ped. Ramp,,,
7336270050,T601019C,NY,OMT,08/06/2013,67,4DSD,MERCU,T,0,0,0,20140331,0033,33,33,355117,T103,I,1157A,,NY,I,N,W 162nd St,0ft E/of Ft Washingt,0,408,f7,,,,,RD,,2007,,0,CC1,67-Blocking Ped. Ramp,,,
7403490563,602008,NY,PAS,08/01/2013,67,4DSD,PLYMO,T,0,0,0,20150515,0050,50,50,356975,T201,M,0419A,,BX,I,W,W 262nd St,0ft N/of Broadway,0,408,f7,,,,,GY,,0,,0,Q -,67-Blocking Ped. Ramp,,,
7417924104,44460JX,NY,COM,08/19/2013,67,DELV,ISUZU,T,0,0,0,20131231,0044,44,44,348635,T201,E,0842A,,BX,I,S,E 162nd St,0ft W/of Gerard Ave,0,408,f7,,,,,WH,,2008,,0,70 -,67-Blocking Ped. Ramp,,,
7403491440,GEL4744,NY,PAS,08/04/2013,67,4DSD,BMW,T,0,0,0,20150602,0046,46,46,356975,T201,M,0522A,,BX,I,E,Clay Ave,0ft S/of E 175th St,0,408,f7,,,,,GR,,1999,,0,D -,67-Blocking Ped. Ramp,,,
7403492389,GGT4987,NY,PAS,08/06/2013,67,4DSD,DODGE,T,0,0,0,20150517,0052,52,52,356975,T201,M,0608A,,BX,I,N,E Mosholu Pky,0ft E/of E 204th St,0,408,f7,,,,,WH,,2013,,0,R -,67-Blocking Ped. Ramp,,,
7428230469,58621MC,NY,COM,08/07/2013,67,VAN,GMC,T,0,0,0,20140430,0019,19,19,353076,T103,X,0917A,,NY,I,W,Park Ave,0ft S/of E 89th St,0,408,f7,,,,,BL,,2003,,0,01 -,67-Blocking Ped. Ramp,,,
7403495457,GCM4149,NY,PAS,08/20/2013,67,SUBN,HONDA,T,0,0,0,20141125,0044,44,44,356975,T201,M,0248A,,BX,I,E,Summit Ave,0ft S/of W 166th St,0,408,f7,,,,,GY,,2006,,0,P -,67-Blocking Ped. Ramp,,,
7410329488,ZCN75L,NJ,PAS,08/24/2013,67,4DSD,BMW,T,68320,74960,74990,88888888,0050,50,50,356230,T201,X,0826A,,BX,F,3147,Tibbett Ave,,0,408,f7,,,,,BLUE,,0,,0,C -,67-Blocking Ped. Ramp,,,
7380592210,4F97H,NY,OMT,08/14/2013,67,TAXI,TOYOT,T,0,0,0,20140228,0043,43,43,345239,T801,B,1027P,,BX,I,S,Westchester Ave,0ft E/of Leland Ave,0,408,f7,,,,,YW,,2012,,0,06 -,67-Blocking Ped. Ramp,,,
7389145924,8106121,NY,DLR,08/20/2013,67,SUBN,CHRYS,T,0,0,0,88888888,0044,44,44,358865,T201,X,0131P,,BX,I,E,Jerome Ave,0ft N/of Clarke Pl,0,408,f7,,,,,BLUE,,0,,0,37 -,67-Blocking Ped. Ramp,,,
7411819116,GFG5714,NY,PAS,08/25/2013,67,SUBN,HONDA,T,26910,51520,22520,20150513,0049,49,49,331938,T201,X,0708A,,BX,O,875,E 175th St,,0,408,f7,,,,,BK,,2013,,0,E -,67-Blocking Ped. Ramp,,,
7411819300,GCM6228,NY,PAS,08/25/2013,67,SUBN,FORD,T,0,0,0,20140930,0043,43,43,331938,T201,X,0909A,,BX,I,N,Faile St,0ft E/of Aldus St,0,408,f7,,,,,WH,,2012,,0,E -,67-Blocking Ped. Ramp,,,
7396968045,GGC5526,NY,PAS,08/06/2013,67,4DSD,NISSA,T,43320,28830,28860,20150527,0047,47,47,330450,T801,A,0913P,,BX,F,4370,Katonah Ave,,0,408,f7,,,,,WH,,2013,,0,51-A,67-Blocking Ped. Ramp,,,
7396968884,GBH1912,NY,PAS,08/10/2013,67,4DSD,TOYOT,T,0,0,0,20140802,0045,45,45,330450,T801,A,1048P,,BX,I,N,Erskine Pl,60ft E/of Hunter Ave,0,408,f7,,,,,GY,,2007,,0,O -,67-Blocking Ped. Ramp,,,
7396968963,GGU3150,NY,PAS,08/11/2013,67,4DSD,CHEVR,T,68860,56770,13360,20150515,0047,47,47,330450,T801,A,0010A,,BX,O,2050,Tillotson Ave,,0,408,f7,,,,,BLACK,,2008,,0,O -,67-Blocking Ped. Ramp,,,
7400651572,GHN5801,NY,PAS,08/02/2013,67,SUBN,HONDA,T,0,0,0,20141003,0050,50,50,354049,T201,F,0150P,,BX,I,N,W 231st St,0ft W/of Godwin Ter,0,408,f7,,,,,GY,,2009,,0,30 -,67-Blocking Ped. Ramp,,,
7396969049,PQB9138,GA,PAS,08/11/2013,67,4DSD,INFIN,T,28710,49720,61320,20140188,0047,47,47,330450,T801,A,0243A,,BX,F,640,E 236th St,,0,408,f7,,,,,GREY,,0,,0,O -,67-Blocking Ped. Ramp,,,
7396969281,GEX6701,NY,PAS,08/13/2013,67,2DSD,SAAB,T,62240,18340,35680,20150520,0045,45,45,330450,T801,A,0059A,,BX,O,3285,Rombouts Ave,,0,408,f7,,,,,WH,,1988,,0,41 -,67-Blocking Ped. Ramp,,,
7396969578,GCV6715,NY,PAS,08/14/2013,67,4DSD,HONDA,T,0,0,0,20141126,0049,49,49,330450,T801,A,0052A,,BX,I,E,Bronx Park East,0ft N/of Reiss Pl,0,408,f7,,,,,GY,,2013,,0,61 -,67-Blocking Ped. Ramp,,,
7396970155,409ZHS,CT,PAS,08/16/2013,67,4DSD,TOYOT,T,0,0,0,20130088,0045,45,45,330450,T801,A,0220A,,BX,I,N,Givan Ave,0ft E/of Merritt Ave,0,408,f7,,,,,WHITE,,0,,0,14 -,67-Blocking Ped. Ramp,,,
7396970222,949DK9,MA,PAS,08/16/2013,67,4DSD,MAZDA,T,0,0,0,20140988,0045,45,45,330450,T801,A,0310A,,BX,I,N,Stillwell Ave,60ft E/of Boller Ave,0,408,f7,,,,,GREY,,0,,0,14 -,67-Blocking Ped. Ramp,,,
7396970295,GDZ3105,NY,PAS,08/16/2013,67,SUBN,NISSA,T,78450,28050,28080,20141223,0047,47,47,330450,T801,A,0404A,,BX,F,3482,Wilson Ave,,0,408,f7,,,,,RDG,,1999,,0,14 -,67-Blocking Ped. Ramp,,,
7396970453,5792YX,CT,PAS,08/18/2013,67,4DSD,TOYOT,T,13820,32420,21250,20130088,0047,47,47,330450,T801,A,0102A,,BX,F,3479,Boston Rd,,0,408,f7,,,,,RED,,0,,0,14 -,67-Blocking Ped. Ramp,,,
7412684190,GDZ3250,NY,PAS,08/26/2013,67,2DSD,MITSU,T,0,0,0,20141219,0044,44,44,357682,T201,I,0232P,,BX,I,N,Mount Eden Pky,0ft W/of Selwyn Ave,0,408,f7,,,,,GY,,0,,0,V -,67-Blocking Ped. Ramp,,,
7396971410,JBJ0585,PA,PAS,08/23/2013,67,2DSD,BMW,T,0,0,0,20140788,0047,47,47,330450,T801,A,0358A,,BX,I,S,Barnes Ave,40ft E/of Williamsbr,0,408,f7,,,,,TAN,,0,,0,B -,67-Blocking Ped. Ramp,,,
7396972152,JFA3123,PA,PAS,08/27/2013,67,4DSD,TOYOT,T,47520,13420,77150,20130088,0049,49,49,330450,T801,A,1004P,,BX,O,625,Lydig Ave,,0,408,f7,,,,,GREY,,0,,0,46 -,67-Blocking Ped. Ramp,,,
7400654202,T613867C,NY,OMT,08/27/2013,67,SUBN,TOYOT,T,0,0,0,20131031,0052,52,52,354049,T201,F,0310P,,BX,I,W,Webster Ave,0ft S/of E 193rd St,0,408,f7,,,,,BLUE,,2005,,0,33 -,67-Blocking Ped. Ramp,,,
7401969555,GHN5749,NY,PAS,08/19/2013,67,4DSD,HYUND,T,0,0,0,20150708,0046,46,46,354050,T201,M,0637A,,BX,I,N,Buchanan Pl,0ft E/of Jerome Ave,0,408,f7,,,,,TN,,2002,,0,D -,67-Blocking Ped. Ramp,,,
7414766998,Z224GZ,NY,PAS,07/30/2013,67,4DSD,HONDA,T,0,0,0,20131219,0052,52,52,358642,T201,H,1235P,,BX,I,N,E 211th St,0ft E/of Wayne Ave,0,408,f7,,,,,BL,,0,,0,55 -,67-Blocking Ped. Ramp,,,
7414768193,HFS981,SC,PAS,08/11/2013,67,4DSD,TOYOT,T,0,0,0,20140788,0044,44,44,358642,T201,H,0926A,,BX,I,E,Sheridan Ave,0ft S/of E 171st St,0,408,f7,,,,,RED,,0,,0,01 -,67-Blocking Ped. Ramp,,,
7403107469,YXV6476,PA,PAS,08/21/2013,67,SUBN,DODGE,T,0,0,0,20140488,0052,52,52,357753,T201,O,0548P,,BX,I,W,Kings College Pl,0ft S/of E Gun Hill,0,408,f7,,,,,BLACK,,0,,0,V -,67-Blocking Ped. Ramp,,,
7406763219,JGT2173,PA,PAS,08/25/2013,67,4DSD,HONDA,T,0,0,0,20130388,0050,50,50,358860,T201,H,0848A,,BX,I,E,Bailey Ave,0ft N/of W 229th St,0,408,f7,,,,,OTHER,,0,,0,04 -,67-Blocking Ped. Ramp,,,
7497620150,P77CUF,NJ,PAS,08/16/2013,67,4DSD,HONDA,T,15790,0,0,88888888,110,110,110,331813,T740,C,1050A,,Q,I,E,75th St,3ft S/of 41st Ave,0,408,f7,,,,,BLACK,,0,,0,01 -,67-Blocking Ped. Ramp,,,
7497620290,927PYC,FL,PAS,08/27/2013,67,SUBN,KIA,T,39490,0,0,20131088,109,109,109,331813,T740,C,0848A,,Q,I,W,Colden St,5ft N/of 45th Ave,0,408,f7,,,,,GREY,,0,,0,01 -,67-Blocking Ped. Ramp,,,
7576305162,8106761,NY,DLR,08/22/2013,67,4DSD,ME/BE,T,0,0,0,20131231,0045,45,45,355498,T202,X,0650A,,BX,I,E,Vincent Ave,0ft N/of Randall Ave,0,408,f7,,,,,WHITE,,2010,,0,D -,67-Blocking Ped. Ramp,,,
7567536031,EKG1325,NY,PAS,08/02/2013,67,4DSD,HYUND,T,0,0,0,20140930,0049,49,49,350435,T202,O,0734A,,BX,I,W,Bronxdale Ave,0ft S/of Antin Pl,0,408,f7,,,,,GY,,2002,,0,C -,67-Blocking Ped. Ramp,,,
7581503770,K3S345,NY,PAS,08/27/2013,67,SUBN,VOLVO,T,0,0,0,20140625,0045,45,45,358189,T202,B,1112A,,BX,I,N,Mulford Ave,55ft W/of Westcheste,0,408,f7,,,,,GREEN,,1992,,0,06A,67-Blocking Ped. Ramp,,,
7582722619,GHN4084,NY,PAS,08/26/2013,67,SUBN,BMW,T,0,0,0,20150625,0049,49,49,358565,T202,A,1026A,,BX,I,E,Rhinelander Ave,0ft N/of Fowler Ave,0,408,f7,,,,,GY,,0,,0,08A,67-Blocking Ped. Ramp,,,
7583180120,PD624M,FL,PAS,07/29/2013,67,SUBN,HONDA,T,78050,59045,59045,20140488,0049,49,49,357714,T202,E,1234P,,BX,F,1534,Williamsbridge Rd,,0,408,f7,,,,,WHITE,,0,,0,22P,67-Blocking Ped. Ramp,,,
7583182803,726PQE,FL,PAS,08/08/2013,67,SUBN,CHEVR,T,7720,45020,78850,20130088,0047,47,47,357714,T202,E,0110P,,BX,O,1118,Adee Ave,,0,408,f7,,,,,BLACK,,0,,0,15A,67-Blocking Ped. Ramp,,,
7583183352,K374DN,NY,PAS,08/12/2013,67,4DSD,TOYOT,T,0,0,0,20130929,0049,49,49,357714,T202,E,0148P,,BX,I,N,Tenbroeck Ave,0ft E/of Pierce Ave,0,408,f7,,,,,GY,,2006,,0,09A,67-Blocking Ped. Ramp,,,
7583183832,37171TR,NY,TRC,08/17/2013,67,T/CR,FORD,T,63515,0,0,20130731,0045,45,45,357714,T202,F,0936A,,BX,I,N,Seabury Ave,5ft E/of Rowe St,0,408,f7,,,,,WHITE,,1997,,0,07A,67-Blocking Ped. Ramp,,,
7583184010,GEX6294,NY,PAS,08/19/2013,67,4DSD,CHEVR,T,62020,0,0,20150523,0045,45,45,357714,T202,E,0747A,,BX,I,N,Roebling Ave,5ft E/of Hutchinson,0,408,f7,,,,,GL,,0,,0,07A,67-Blocking Ped. Ramp,,,
7579920270,GCF1182,NY,PAS,08/27/2013,67,4DSD,ACURA,T,47520,69120,78050,20140921,0049,49,49,358935,T202,E,0138P,,BX,F,1120,Lydig Ave,,0,408,f7,,,,,LTG,,2013,,0,01A,67-Blocking Ped. Ramp,,,
7581503094,GEV9559,NY,PAS,08/23/2013,67,SUBN,HONDA,T,0,0,0,20150523,0049,49,49,358189,T202,B,1110A,,BX,I,S,Astor Ave,0ft W/of Barnes Ave,0,408,f7,,,,,GY,,1999,,0,02A,67-Blocking Ped. Ramp,,,
7566695435,GHN4461,NY,PAS,07/29/2013,67,4DSD,FORD,T,24920,79050,41150,20150616,0047,47,47,358217,T202,A,1007A,,BX,F,2436,Dorsey St,,0,408,f7,,,,,WH,,2004,,0,10A,67-Blocking Ped. Ramp,,,
7621247691,RT24ZA,MA,PAS,08/17/2013,67,4DSD,CHEVR,T,80230,42730,55030,20140488,0088,88,88,332016,T730,F,1217P,,K,F,282,St James Pl,,0,408,f7,,,,,BLACK,,0,,0,04 -,67-Blocking Ped. Ramp,,,
7621660983,577Z0Y,CT,PAS,08/05/2013,67,4DSD,HYUND,T,93230,81630,39330,20130088,0088,88,88,332952,T730,D,0732A,,K,F,234,Willoughby Ave,,0,408,f7,,,,,BLUE,,0,,0,21 -,67-Blocking Ped. Ramp,,,
7612861495,62037JM,NY,COM,08/21/2013,67,DELV,GMC,T,28990,14890,15040,88888888,112,112,112,358606,T401,I,0159P,,Q,F,71-27,Austin St,,0,408,f7,,,,,BROWN,,1988,,0,61-P,67-Blocking Ped. Ramp,,,
7622847562,GGD1872,NY,PAS,08/01/2013,67,SUBN,GMC,T,0,0,0,20150523,0088,88,88,338865,T730,E,0649A,,K,I,E,Washington Ave,0ft N/of Dekalb Ave,0,408,f7,,,,,BK,,2013,,0,03 -,67-Blocking Ped. Ramp,,,
7602051804,VWK97E,NJ,PAS,08/01/2013,67,SUBN,TOYOT,T,0,0,0,88888888,0040,40,40,338598,T720,D,0200P,,BX,I,W,Jackson Ave,0ft S/of E 145th St,0,408,f7,,,,,GREY,,0,,0,B -,67-Blocking Ped. Ramp,,,
7602051944,GHF1594,NY,PAS,08/06/2013,67,4DSD,TOYOT,T,0,0,0,20150625,0044,44,44,338598,T720,D,0326P,,BX,I,W,Sheridan Ave,0ft N/of Mc Clellan,0,408,f7,,,,,GY,,1998,,0,B -,67-Blocking Ped. Ramp,,,
7602052171,GEG7112,NY,PAS,08/12/2013,67,SUBN,HONDA,T,26940,69220,20020,20150228,0046,46,46,338598,T720,D,0248P,,BX,F,255,E 176th St,,0,408,f7,,,,,RD,,2003,,0,B -,67-Blocking Ped. Ramp,,,
7602052511,GEX3855,NY,PAS,08/23/2013,67,4DSD,HYUND,T,20720,0,0,20150321,0040,40,40,338598,T720,D,0145P,,BX,I,W,College Ave,5ft N/of E 145th St,0,408,f7,,,,,BK,,2007,,0,B -,67-Blocking Ped. Ramp,,,
7602439661,GHM8154,NY,PAS,08/08/2013,67,4DSD,HYUND,T,8120,25860,25890,20150701,0040,40,40,333192,T720,A,0619A,,BX,F,302,Alexander Ave,,0,408,f7,,,,,BLACK,,2003,,0,A -,67-Blocking Ped. Ramp,,,
7604423371,GDG5308,NY,PAS,08/16/2013,67,4DSD,TOYOT,T,45120,48820,0,20141115,0041,41,41,346130,T720,B,1102A,,BX,F,1241,Lafayette Ave,manida,0,408,f7,,,,,GY,,2008,,0,B -,67-Blocking Ped. Ramp,,,
7606831828,GEL4804,NY,PAS,07/30/2013,67,SUBN,HONDA,T,65920,0,0,20140512,0040,40,40,333279,T720,E,0246P,,BX,I,S,St Marys St,2ft E/of Concord Ave,0,408,f7,,,,,GR,,2001,,0,B -,67-Blocking Ped. Ramp,,,
7606831841,U58AWB,NJ,PAS,07/31/2013,67,4DSD,NISSA,T,63940,0,0,88888888,0049,49,49,330762,T720,B,0932A,,BX,I,N,Seminole Ave,5ft E/of Pawnee Pl,0,408,f7,,,,,BLACK,,0,,0,B -,67-Blocking Ped. Ramp,,,
7606832018,GEH1897,NY,PAS,08/13/2013,67,4DSD,VOLKS,T,52220,50420,67620,20150130,0049,49,49,330762,T720,B,0847A,,BX,O,566,Morris Park Ave,,0,408,f7,,,,,GY,,2011,,0,B -,67-Blocking Ped. Ramp,,,
7607231407,GEL1261,NY,PAS,08/20/2013,67,SUBN,HONDA,T,15720,0,0,20150124,0040,40,40,338598,T720,D,0215P,,BX,I,W,Brook Ave,5ft S/of E 158th St,0,408,f7,,,,,RD,,1999,,0,B -,67-Blocking Ped. Ramp,,,
7607231419,GEL3054,NY,PAS,08/20/2013,67,4DSD,ISUZU,T,26250,0,0,20150327,0040,40,40,338598,T720,D,0224P,,BX,I,S,E 153rd St,5ft E/of Bergen Ave,0,408,f7,,,,,TN,,2005,,0,B -,67-Blocking Ped. Ramp,,,
7608434533,JHT3799,PA,PAS,08/01/2013,67,4DSD,BUICK,T,0,0,0,20140588,0040,40,40,338611,T720,B,0913A,,BX,I,W,Jackson Ave,0ft N/of E 144th St,0,408,f7,,,,,SILVE,,0,,0,K -,67-Blocking Ped. Ramp,,,
7608434557,GHN4582,NY,PAS,08/02/2013,67,4DSD,NISSA,T,0,0,0,20150612,0042,42,42,338611,T720,B,0831A,,BX,I,N,Freeman St,0ft E/of Simpson St,0,408,f7,,,,,TN,,1996,,0,K -,67-Blocking Ped. Ramp,,,
